merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,mcc_clean,business_type_clean,merchant_category_clean,onboarding_date_clean,missing_onboarding_date_flag,invalid_onboarding_date_flag,settlement_account_clean,missing_settlement_account_flag,masked_settlement_account_flag,declared_avg_ticket_clean,missing_avg_ticket_flag,negative_avg_ticket_flag,merchant_id_core,merchant_category_conflict_flag,merchant_business_type_conflict_flag,merchant_status_conflict_flag,merchant_conflict_score,merchant_record_count
MCH1188,M0rar Ltd,5912,Pharmacies,individual,Hyderabad,Telangana,19-Feb-2024,3674511273,Live,1156.7,MCH1188,5912,Individual,Pharmacy & Medical,2024-02-19 00:00:00,0,0,3674511273,0,0,1156.7,0,0,1188,0,0,0,0,1
MCH1189,"rai, doctor and dar",5699,Apparel,SOLE_PROPRIETOR,Mumbay,Maharashtra,13/11/2024 08:40 PM,8075572970,Live,"Rs. 1,513",MCH1189,5699,Sole Proprietor,Clothing,2024-11-13 20:40:00,0,0,8075572970,0,0,1513.0,0,0,1189,0,0,0,0,1
MCH-1191,raval ltd,4814,phone service,individual,Kolkata,West Bengal,1674087536,,Inactive,1670.52,MCH1191,4814,Individual,Telecom,2023-01-19 00:18:56,0,0,,1,0,1670.52,0,0,1191,0,0,0,0,1
MCH1193,"Padmanabhan, Sekhon and Dhawan",5812,Restaurants,PARTNERSHIP,lucknow,Uttar Pradesh,16-Jan-2025,,Active,"INR 1,712.05",MCH1193,5812,Partnership,Food & Restaurants,2025-01-16 00:00:00,0,0,,1,0,1712.05,0,0,1193,0,0,0,0,1
MCH 1195,Cherian-Rana,4131,Transport,SOLE_PROPRIETOR,Jalandhar,Punjab,2025/09/09,,A,364.17,MCH1195,4131,Sole Proprietor,Transportation,2025-09-09 00:00:00,0,0,,1,0,364.17,0,0,1195,1,1,1,3,2
MCH1197,"Gaba, Wadhwa and Sahni",5411,Grocery Stores,Private Limited,mumbai,Maharashtra,01/08/2024,8143796682,Live,₹488.96,MCH1197,5411,Private Limited,Grocery,2024-08-01 00:00:00,0,0,8143796682,0,0,488.96,0,0,1197,0,0,0,0,1
MCH-1199,"  Chatterjee, Chada and Ghose  ",5812,eating place,PRIVATE_LIMITED,Madras,Tamil Nadu,2025-04-14 01:46:00,,Live,6574.56,MCH1199,5812,Private Limited,Food & Restaurants,2025-04-14 01:46:00,0,0,,1,0,6574.56,0,0,1199,0,1,1,2,2
MCH 1200,  Vora and Sons  ,,CLOTHS,private_limited,pune,Maharashtra,08-Feb-2023,MQRX2052089170910,A,"Rs. 1,072",MCH1200,,Private Limited,Unknown,2023-02-08 00:00:00,0,0,MQRX2052089170910,0,1,1072.0,0,0,1200,0,0,0,0,1
MCH 1202,KOSHY-BORDE,5311,Retail,PARTNERSHIP,Ludhiana,Punjab,2023-04-27 14:11:10,QMOB6262370066772,Live,1998.99,MCH1202,5311,Partnership,Department Stores,2023-04-27 14:11:10,0,0,QMOB6262370066772,0,0,1998.99,0,0,1202,0,0,0,0,1
1204,  Rana Group  ,MCC-5311,Department Store,PRIVATE-LIMITED,JPR,Rajasthan,2025-05-24 15:30:29,,ACTIVE,733.33,1204,5311,Private Limited,Department Stores,2025-05-24 15:30:29,0,0,,1,0,733.33,0,0,1204,0,0,0,0,1
MCH-1207,"pillai, oak and barman",5812,Food,Individual,DELHI,Delhi,04-11-2024,,Active,"1,280.08",MCH1207,5812,Individual,Food & Restaurants,2024-04-11 00:00:00,0,0,,1,0,1280.08,0,0,1207,0,0,0,0,1
MCH1210,"Dua, Buch and Kaul",,Book Store,PRIVATE-LIMITED,Bombay,Maharashtra,,9379400368,Suspended,"Rs. 1,903",MCH1210,,Private Limited,Unknown,,1,0,9379400368,0,0,1903.0,0,0,1210,0,0,0,0,1
MCH1211,"  Munshi, Pai and Sibal  ",5311,Retail,SOLE_PROPRIETOR,delhi,Delhi,2023/01/04,NHYW6672789857023,A,296.16,MCH1211,5311,Sole Proprietor,Department Stores,2023-01-04 00:00:00,0,0,NHYW6672789857023,0,0,296.16,0,0,1211,0,0,0,0,1
MCH1213,Ray LLC,5912,Pharmacies,PARTNERSHIP,pune,Maharashtra,1704652432,1805958295,Inactive,"Rs. 1,556",MCH1213,5912,Partnership,Pharmacy & Medical,2024-01-07 18:33:52,0,0,1805958295,0,0,1556.0,0,0,1213,0,0,1,1,2
MCH1214,Padmanabhan Gr0up,4814,TELECOM,individual,Amritsar,Punjab,24/08/2025,,Live,-362.46,MCH1214,4814,Individual,Telecom,2025-08-24 00:00:00,0,0,,1,0,-362.46,0,1,1214,1,0,1,2,2
MCH1216,Mani Ltd,5999,Misc Retail,sole_proprietor,amritsar,Punjab,2025-04-05 19:50:02,WWHE9096090604868,ACTIVE,Rs. 228,MCH1216,5999,Sole Proprietor,Other Retail,2025-04-05 19:50:02,0,0,WWHE9096090604868,0,0,228.0,0,0,1216,1,0,1,2,3
MCH1219,Buta1a Ltd,05699,garments,SOLE-PROPRIETOR,LKO,Uttar Pradesh,23/10/2025,1736220262,Live,"INR 1,046.51",MCH1219,5699,Sole Proprietor,Clothing,2025-10-23 00:00:00,0,0,1736220262,0,0,1046.51,0,0,1219,1,1,1,3,3
MCH1221,"BAKSHI, DOCTOR AND BOBAL",MCC-7011,Hotels,Partnership,Mumbai,Maharashtra,,XXXX9345,Active,"INR 1,302.20",MCH1221,7011,Partnership,Hotels & Hospitality,,1,0,XXXX9345,0,1,1302.2,0,0,1221,1,1,1,3,3
MCH-1222,Dass-Dugar,5411,GROCERY_STORE,Sole Proprietor,Kolkata,West Bengal,2023-11-07 18:19:21,,Active,,MCH1222,5411,Sole Proprietor,Grocery,2023-11-07 18:19:21,0,0,,1,0,,1,0,1222,0,0,0,0,1
MCH1224,setty-sami,5942,Books,INDIVIDUAL,kolkata,West Bengal,02/09/2023 05:59 AM,7626814027,Enabled,609.48,MCH1224,5942,Individual,Books & Stationery,2023-09-02 05:59:00,0,0,7626814027,0,0,609.48,0,0,1224,0,0,0,0,1
MCH 1226,Nadkarni Ltd,5912,MEDICAL_STORE,sole_proprietor,ludhiana,Punjab,,,Live,602.21,MCH1226,5912,Sole Proprietor,Pharmacy & Medical,,1,0,,1,0,602.21,0,0,1226,1,1,1,3,2
MCH1227,"Madan, More and Pal",5411,GROCERY_STORE,Sole Proprietor,Hyd,Telangana,08/12/2025 12:01 AM,3802553962,Enabled,1078.83,MCH1227,5411,Sole Proprietor,Grocery,2025-12-08 00:01:00,0,0,3802553962,0,0,1078.83,0,0,1227,1,1,1,3,4
MCH1229,"Sen, Dewan and Tripathi",5942,Stationery,PRIVATE-LIMITED,ASR,Punjab,2025/02/19,JECT9983029325791,Active,"INR 2,028.74",MCH1229,5942,Private Limited,Books & Stationery,2025-02-19 00:00:00,0,0,JECT9983029325791,0,0,2028.74,0,0,1229,1,1,1,3,2
MCH1233,"Upadhyay, Lall and Kala",5942,Books,private_limited,Pune,Maharashtra,2024/07/19,,ACTIVE,-1465.98,MCH1233,5942,Private Limited,Books & Stationery,2024-07-19 00:00:00,0,0,,1,0,-1465.98,0,1,1233,0,0,0,0,1
MCH1234,Comar-Kari,4131,transprt,SOLE_PROPRIETOR,jalandhar,Punjab,,IUGP6821222732474,Enabled,1120.89,MCH1234,4131,Sole Proprietor,Transportation,,1,0,IUGP6821222732474,0,0,1120.89,0,0,1234,1,1,1,3,2
1237,Agarwal-Kibe,07011,Hospitality,PARTNERSHIP,Mumbay,Maharashtra,03-30-2023,CKEI2680343648784,ACTIVE,750.84,1237,7011,Partnership,Hotels & Hospitality,2023-03-30 00:00:00,0,0,CKEI2680343648784,0,0,750.84,0,0,1237,0,0,0,0,1
MCH-1243,"Buch, Atwal and Roy",5912.0,MEDICAL_STORE,PARTNERSHIP,ludhiana,Punjab,12/06/2025 08:43 AM,,Live,"1,323.94",MCH1243,5912,Partnership,Pharmacy & Medical,2025-06-12 08:43:00,0,0,,1,0,1323.94,0,0,1243,0,0,0,0,1
MCH1245,"Kumer, Varghese and Dhawan",,chemist,PARTNERSHIP,Poona,Maharashtra,23-Aug-2023,,A,INR 725.32,MCH1245,,Partnership,Unknown,2023-08-23 00:00:00,0,0,,1,0,725.32,0,0,1245,0,0,0,0,1
MCH1247,"Nayak, Lala and Pillai",5411,groceries,SOLE-PROPRIETOR,Bengaluru,Karnataka,19/01/2023,9109437765,INACTIVE,677.02,MCH1247,5411,Sole Proprietor,Grocery,2023-01-19 00:00:00,0,0,9109437765,0,0,677.02,0,0,1247,0,0,0,0,1
MCH1249,"Garg, Saha and Rattan",MCC-5999,Other,PARTNERSHIP,jalandhar,Punjab,21-Aug-2023,,Active,-854.43,MCH1249,5999,Partnership,Other Retail,2023-08-21 00:00:00,0,0,,1,0,-854.43,0,1,1249,1,1,1,3,2
MCH1250,Ben-Thaman,5411,GROCERY_STORE,SOLE_PROPRIETOR,bengaluru,Karnataka,,BWCW6486975518274,S,1524.37,MCH1250,5411,Sole Proprietor,Grocery,,1,0,BWCW6486975518274,0,0,1524.37,0,0,1250,1,1,1,3,3
MCH1254,Pant-Muni,4131,TRAVEL,partnership,DELHI,Delhi,21/10/2023,,A,781.27,MCH1254,4131,Partnership,Transportation,2023-10-21 00:00:00,0,0,,1,0,781.27,0,0,1254,0,0,0,0,1
mch1255,La1a and S0ns,4814,Telecom,Partnership,Kolkata,West Bengal,07-19-2023,8344362943,Inactive,INR 772.22,MCH1255,4814,Partnership,Telecom,2023-07-19 00:00:00,0,0,8344362943,0,0,772.22,0,0,1255,1,0,1,2,2
MCH1256,Vala Inc,05912,MEDICAL_STORE,SOLE_PROPRIETOR,kolkata,West Bengal,17-Jan-2025,,Blocked,1415.24,MCH1256,5912,Sole Proprietor,Pharmacy & Medical,2025-01-17 00:00:00,0,0,,1,0,1415.24,0,0,1256,0,0,0,0,1
MCH1257,Varma-Maharaj,5942,Books,sole_proprietor,Calcutta,West Bengal,15/04/2023 04:16 PM,VIAW9051693811302,ACTIVE,3059.27,MCH1257,5942,Sole Proprietor,Books & Stationery,2023-04-15 16:16:00,0,0,VIAW9051693811302,0,0,3059.27,0,0,1257,0,0,0,0,1
mch1259,"Wagle, Verma and Ramanathan",,Medical,private_limited,Jaipur,Rajasthan,08-12-2025,,Live,548.2,MCH1259,,Private Limited,Unknown,2025-08-12 00:00:00,0,0,,1,0,548.2,0,0,1259,0,0,0,0,1
MCH 1260,OOMMEN-JHA,5411,GROCERY_STORE,INDIVIDUAL,Delhi,Delhi,,XXXX3006,A,1093.23,MCH1260,5411,Individual,Grocery,,1,0,XXXX3006,0,1,1093.23,0,0,1260,1,1,1,3,2
MCH1261,"Cheema, Savant and Bakshi",5311,retail,sole_proprietor,Ludhiana,Punjab,03-Jun-2024,EXGQ1328686965867,Inactive,,MCH1261,5311,Sole Proprietor,Department Stores,2024-06-03 00:00:00,0,0,EXGQ1328686965867,0,1,,1,0,1261,0,0,1,1,2
MCH 1262,Lad and Sons,7011,Hospitality,INDIVIDUAL,Jalandar,Punjab,2025-11-17 01:26:45,XXXX6412,Active,503.65,MCH1262,7011,Individual,Hotels & Hospitality,2025-11-17 01:26:45,0,0,XXXX6412,0,1,503.65,0,0,1262,1,0,1,2,2
MCH1263,Krishnan-Venkataraman,,Telecom,PARTNERSHIP,kolkata,West Bengal,,,A,565.9,MCH1263,,Partnership,Unknown,,1,0,,1,0,565.9,0,0,1263,1,1,1,3,3
MCH1267,master-tiwari,4814,TELECOM,private_limited,lucknow,Uttar Pradesh,,,Inactive,"INR 1,213.17",MCH1267,4814,Private Limited,Telecom,,1,0,,1,0,1213.17,0,0,1267,0,0,0,0,1
MCH1268,Vyas Ltd,5311,Retail,Individual,Amritsar,Punjab,06-28-2023,,A,,MCH1268,5311,Individual,Department Stores,2023-06-28 00:00:00,0,0,,1,0,,1,0,1268,0,0,0,0,1
MCH1269,SHUKLA PLC,5699,Clothing,Individual,Hyd,Telangana,1741028409,,Active,"1,758.28",MCH1269,5699,Individual,Clothing,2025-03-03 19:00:09,0,0,,1,0,1758.28,0,0,1269,0,0,0,0,1
MCH1270,Tiwari and Sons,5311,Department Store,PRIVATE_LIMITED,HYDERABAD,Telangana,1685717810,,A,1107.02,MCH1270,5311,Private Limited,Department Stores,2023-06-02 14:56:50,0,0,,1,0,1107.02,0,0,1270,0,0,0,0,1
MCH1272,  Garg Inc  ,4131,Transportation,PARTNERSHIP,JPR,Rajasthan,28/05/2023 10:37 PM,7553237450,A,549.87,MCH1272,4131,Partnership,Transportation,2023-05-28 22:37:00,0,0,7553237450,0,0,549.87,0,0,1272,0,0,0,0,1
MCH1275,Kata Group,7011,HOTEL_LODGING,PARTNERSHIP,Lucknow,Uttar Pradesh,11/09/2025 07:33 AM,XXXX0284,Enabled,252.53,MCH1275,7011,Partnership,Hotels & Hospitality,2025-09-11 07:33:00,0,0,XXXX0284,0,1,252.53,0,0,1275,0,0,0,0,1
mch1277,Bhatnagar-Borah,5812,Restaurant,INDIVIDUAL,Kolkata,West Bengal,,4086473586,Active,3540.87,MCH1277,5812,Individual,Food & Restaurants,,1,0,4086473586,0,0,3540.87,0,0,1277,1,0,1,2,2
MCH1280,"Ben, Madan and Dey",5942.0,Books,private_limited,Lucknow,Uttar Pradesh,13/06/2025,,Active,1308.81,MCH1280,5942,Private Limited,Books & Stationery,2025-06-13 00:00:00,0,0,,1,0,1308.81,0,0,1280,0,0,0,0,1
MCH1285,hayer plc,5912,Medical,individual,BLR,Karnataka,1695539732,,A,INR 436.70,MCH1285,5912,Individual,Pharmacy & Medical,2023-09-24 07:15:32,0,0,,1,0,436.7,0,0,1285,0,0,0,0,1
MCH-1288,"jain, loke and zacharia",4131,transprt,SOLE-PROPRIETOR,BLR,Karnataka,17/07/2023 08:08 AM,XXXX2041,A,915.81,MCH1288,4131,Sole Proprietor,Transportation,2023-07-17 08:08:00,0,0,XXXX2041,0,1,915.81,0,0,1288,0,0,0,0,1
MCH1292,Gera-Nayak,7011,HOTEL_LODGING,sole_proprietor,Chennai,Tamil Nadu,25/09/2023,,Active,Rs. 267,MCH1292,7011,Sole Proprietor,Hotels & Hospitality,2023-09-25 00:00:00,0,0,,1,0,267.0,0,0,1292,0,0,0,0,1
MCH1293,"Kohli, Rajan and Nair",5699,garments,SOLE_PROPRIETOR,Jaipur,Rajasthan,04/09/2023 06:47 AM,XXXX7079,Enabled,₹915.17,MCH1293,5699,Sole Proprietor,Clothing,2023-09-04 06:47:00,0,0,XXXX7079,0,1,915.17,0,0,1293,0,0,0,0,1
MCH1294,Rajagopalan Group,05912,Medical,INDIVIDUAL,Amritsar,Punjab,29/08/2024 05:38 AM,XXXX1888,ACTIVE,539.82,MCH1294,5912,Individual,Pharmacy & Medical,2024-08-29 05:38:00,0,0,XXXX1888,0,1,539.82,0,0,1294,0,0,0,0,1
MCH1296,Gaba-Rama,5912,MEDICAL_STORE,Individual,Delhi,Delhi,01-16-2023,6728414996,Enabled,2547.8,MCH1296,5912,Individual,Pharmacy & Medical,2023-01-16 00:00:00,0,0,6728414996,0,0,2547.8,0,0,1296,0,0,0,0,1
MCH1297,Luthra and Sons,5411.0,Grocery Stores,PRIVATE-LIMITED,New Delhi,Delhi,2023-06-12 01:16:32,5942366474,Live,381.86,MCH1297,5411,Private Limited,Grocery,2023-06-12 01:16:32,0,0,5942366474,0,0,381.86,0,0,1297,0,0,0,0,1
MCH1298,"Raghavan,ReddyandSangha",5942,Stationery,SOLE_PROPRIETOR,Hyderabad,Telangana,28/04/2025,XXXX0353,Enabled,364.92,MCH1298,5942,Sole Proprietor,Books & Stationery,2025-04-28 00:00:00,0,0,XXXX0353,0,1,364.92,0,0,1298,0,0,0,0,1
MCH1299,mutti plc,5699,Clothing,Partnership,Jaipur,Rajasthan,06-27-2023,8421728078,A,605.64,MCH1299,5699,Partnership,Clothing,2023-06-27 00:00:00,0,0,8421728078,0,0,605.64,0,0,1299,0,0,0,0,1
mch1304,sama ltd,05912,MEDICAL_STORE,INDIVIDUAL,bengaluru,Karnataka,02-27-2024,9710613459,ACTIVE,4095.57,MCH1304,5912,Individual,Pharmacy & Medical,2024-02-27 00:00:00,0,0,9710613459,0,0,4095.57,0,0,1304,0,0,0,0,1
MCH1305,Ghose-Batta,04131,Transport,individual,Hyd,Telangana,20-Dec-2025,,Closed,380.06,MCH1305,4131,Individual,Transportation,2025-12-20 00:00:00,0,0,,1,0,380.06,0,0,1305,0,0,0,0,1
MCH1308,SUBRAMANIAM-SHANKAR,5912,Pharmacy,PARTNERSHIP,Bengaluru,Karnataka,28-Dec-2024,RSHZ2134290298030,INACTIVE,"₹2,112.78",MCH1308,5912,Partnership,Pharmacy & Medical,2024-12-28 00:00:00,0,0,RSHZ2134290298030,0,0,2112.78,0,0,1308,0,0,0,0,1
MCH1309,"Jhaveri, Dasgupta and Kata",5699,garments,INDIVIDUAL,MUMBAI,Maharashtra,2023/09/20,XXXX1715,Enabled,INR 929.23,MCH1309,5699,Individual,Clothing,2023-09-20 00:00:00,0,0,XXXX1715,0,1,929.23,0,0,1309,0,0,0,0,1
MCH1311,"Dugal, Munshi and Kunda",4814,Telecom,INDIVIDUAL,Jaipur,Rajasthan,27/03/2025 09:22 PM,XXXX7230,ACTIVE,"1,605.92",MCH1311,4814,Individual,Telecom,2025-03-27 21:22:00,0,0,XXXX7230,0,1,1605.92,0,0,1311,0,0,0,0,1
MCH-1314,"Pant, Mammen and Doctor",5699,Clothing,Individual,Jaipur,Rajasthan,1699807632,,Live,"₹1,045.43",MCH1314,5699,Individual,Clothing,2023-11-12 16:47:12,0,0,,1,0,1045.43,0,0,1314,0,0,0,0,1
MCH1318,GUPTA LLC,4814,TELECOM,PRIVATE_LIMITED,Jaipur,Rajasthan,,0618978505,Active,,MCH1318,4814,Private Limited,Telecom,,1,0,0618978505,0,0,,1,0,1318,0,0,0,0,1
MCH1320,  Babu-Khatri  ,5699,Fashion,INDIVIDUAL,Kolkata,West Bengal,2023-11-24 10:52:12,XXXX8923,Active,,MCH1320,5699,Individual,Clothing,2023-11-24 10:52:12,0,0,XXXX8923,0,1,,1,0,1320,0,0,1,1,2
MCH1321,Borah-Dhaliwal,7011,Hospitality,SOLE_PROPRIETOR,amritsar,Punjab,2025/12/06,XXXX0908,A,"INR 7,973.89",MCH1321,7011,Sole Proprietor,Hotels & Hospitality,2025-12-06 00:00:00,0,0,XXXX0908,0,1,7973.89,0,0,1321,0,0,0,0,1
MCH1323,DHAR AND SONS,5942,Books,Partnership,Amritsar,Punjab,,BGGB6995281283064,ACTIVE,-3792.9,MCH1323,5942,Partnership,Books & Stationery,,1,0,BGGB6995281283064,0,0,-3792.9,0,1,1323,0,0,0,0,1
mch1324,"EDWIN, SAVANT AND TANDON",7011,Hotel,partnership,Bangalore,Karnataka,2026/01/26,,Active,"INR 1,192.31",MCH1324,7011,Partnership,Hotels & Hospitality,2026-01-26 00:00:00,0,0,,1,0,1192.31,0,0,1324,0,0,0,0,1
MCH1326,"Chaudhry, Agrawa1 and Sridhar",5942,Books,sole_proprietor,Bangalore,Karnataka,05-20-2024,ZQNQ7613300121760,Live,177.58,MCH1326,5942,Sole Proprietor,Books & Stationery,2024-05-20 00:00:00,0,0,ZQNQ7613300121760,0,0,177.58,0,0,1326,0,0,0,0,1
MCH1327,GandhiPLC,5699,garments,SOLE-PROPRIETOR,LKO,Uttar Pradesh,02-Nov-2023,XXXX1458,Enabled,902.09,MCH1327,5699,Sole Proprietor,Clothing,2023-11-02 00:00:00,0,0,XXXX1458,0,1,902.09,0,0,1327,0,0,0,0,1
MCH1328,Buch and Sons,MCC-7011,Hotels,SOLE_PROPRIETOR,Chennai,Tamil Nadu,03-28-2025,JVTH6188797527471,Enabled,Rs. 711,MCH1328,7011,Sole Proprietor,Hotels & Hospitality,2025-03-28 00:00:00,0,0,JVTH6188797527471,0,0,711.0,0,0,1328,0,0,0,0,1
MCH1331,"Garg, Bobal and Jain",MCC-4131,TRAVEL,individual,Calcutta,West Bengal,2024/06/29,,ACTIVE,3720.61,MCH1331,4131,Individual,Transportation,2024-06-29 00:00:00,0,0,,1,0,3720.61,0,0,1331,0,0,0,0,1
MCH1333,Sastry PLC,4814,phone service,Individual,Amritsar,Punjab,2025-09-18 18:25:49,DIOZ5944277163234,Closed,"INR 1,548.51",MCH1333,4814,Individual,Telecom,2025-09-18 18:25:49,0,0,DIOZ5944277163234,0,0,1548.51,0,0,1333,0,0,0,0,1
MCH1334,"KALITA, SARRAF AND BHARDWAJ",5999,Retail Other,individual,Bangalore,Karnataka,09-28-2025,RPOB8162410396498,Live,"₹1,780.83",MCH1334,5999,Individual,Other Retail,2025-09-28 00:00:00,0,0,RPOB8162410396498,0,0,1780.83,0,0,1334,0,0,0,0,1
MCH1335,"Wagle, Kamdar and Mallick",7011,Hospitality,SOLE_PROPRIETOR,Mumbai,Maharashtra,05/03/2024 01:55 AM,OQHA9321120180853,Suspended,Rs. 398,MCH1335,7011,Sole Proprietor,Hotels & Hospitality,2024-03-05 01:55:00,0,0,OQHA9321120180853,0,0,398.0,0,0,1335,0,0,0,0,1
mch1336,"NARAYANAN, ANAND AND KALITA",5999.0,Other,SOLE-PROPRIETOR,Ludhiana,Punjab,,XXXX4236,Live,Rs. 699,MCH1336,5999,Sole Proprietor,Other Retail,,1,0,XXXX4236,0,1,699.0,0,0,1336,1,1,1,3,4
MCH1340,"Dash, Saxena and Kara",4131,Transport,private_limited,HYDERABAD,Telangana,04-03-2024,,INACTIVE,"INR 4,203.63",MCH1340,4131,Private Limited,Transportation,2024-04-03 00:00:00,0,0,,1,0,4203.63,0,0,1340,1,1,1,3,2
MCH1343,"Madan,TrivediandGanguly",,garments,individual,BLR,Karnataka,15/10/2025,QSCH7195613672769,ACTIVE,"1,927.76",MCH1343,,Individual,Unknown,2025-10-15 00:00:00,0,0,QSCH7195613672769,0,0,1927.76,0,0,1343,1,0,1,2,2
MCH 1345,Bhat Inc,5311,Department Stores,private_limited,Hyd,Telangana,01-28-2025,XXXX9759,Live,1702.79,MCH1345,5311,Private Limited,Department Stores,2025-01-28 00:00:00,0,0,XXXX9759,0,1,1702.79,0,0,1345,0,0,0,0,1
MCH1347,D’ALIA GROUP,7011.0,Hospitality,PRIVATE_LIMITED,chennai,Tamil Nadu,2023/07/02,XXXX4418,Enabled,"Rs. 1,739",MCH1347,7011,Private Limited,Hotels & Hospitality,2023-07-02 00:00:00,0,0,XXXX4418,0,1,1739.0,0,0,1347,0,0,0,0,1
MCH1349,Bahri and Sons,5912,Pharmacies,individual,HYDERABAD,Telangana,08-Jun-2025,BGVV4182827632214,ACTIVE,"₹2,320.20",MCH1349,5912,Individual,Pharmacy & Medical,2025-06-08 00:00:00,0,0,BGVV4182827632214,0,0,2320.2,0,0,1349,1,1,1,3,3
mch1350,"KRISHNAMURTHY, DUTT AND SURA",MCC-4814,phone service,partnership,MUMBAI,Maharashtra,07-25-2024,3860313878,ACTIVE,"₹1,360.18",MCH1350,4814,Partnership,Telecom,2024-07-25 00:00:00,0,0,3860313878,0,0,1360.18,0,0,1350,0,0,0,0,1
MCH1352,"Bandi, Soman and Manne",5812,Food,individual,Jalandar,Punjab,28/01/2026,,Live,"Rs. 4,146",MCH1352,5812,Individual,Food & Restaurants,2026-01-28 00:00:00,0,0,,1,0,4146.0,0,0,1352,0,1,0,1,2
mch1353,Lata LLC,MCC-5999,Misc Retail,INDIVIDUAL,Calcutta,West Bengal,,,Suspended,"₹1,213.36",MCH1353,5999,Individual,Other Retail,,1,0,,1,0,1213.36,0,0,1353,1,1,1,3,2
MCH1358,"CHAUDRY, BARAL AND MODI",4131,Transportation,INDIVIDUAL,Ludhiana,Punjab,07/06/2025,3312553110,Enabled,2115.38,MCH1358,4131,Individual,Transportation,2025-06-07 00:00:00,0,0,3312553110,0,0,2115.38,0,0,1358,1,1,1,3,2
MCH1359,  Palan-Minhas  ,,CLOTHS,INDIVIDUAL,Madras,Tamil Nadu,24/08/2024,,A,1891.91,MCH1359,,Individual,Unknown,2024-08-24 00:00:00,0,0,,1,0,1891.91,0,0,1359,0,0,0,0,1
MCH1363,Rattan-Shere,7011,HOTEL_LODGING,SOLE_PROPRIETOR,Madras,Tamil Nadu,2025/08/19,,ACTIVE,926.5,MCH1363,7011,Sole Proprietor,Hotels & Hospitality,2025-08-19 00:00:00,0,0,,1,0,926.5,0,0,1363,0,0,0,0,1
MCH1364,Ba1 Gr0up,05942,Book Store,Sole Proprietor,Lucknow,Uttar Pradesh,21-Feb-2025,,Enabled,-2000.66,MCH1364,5942,Sole Proprietor,Books & Stationery,2025-02-21 00:00:00,0,0,,1,0,-2000.66,0,1,1364,1,1,1,3,3
MCH 1365,  Agate PLC  ,5942,Stationery,PARTNERSHIP,pune,Maharashtra,10/12/2024,,Live,-2839.17,MCH1365,5942,Partnership,Books & Stationery,2024-12-10 00:00:00,0,0,,1,0,-2839.17,0,1,1365,1,1,1,3,2
mch1366,"shah, roy and srinivasan",misc,Grocery,sole_proprietor,Calcutta,West Bengal,2023-08-03 07:31:06,5320028837,Live,₹935.11,MCH1366,,Sole Proprietor,Unknown,2023-08-03 07:31:06,0,0,5320028837,0,0,935.11,0,0,1366,0,0,0,0,1
MCH1370,Wable LLC,4814,Telecom,PRIVATE-LIMITED,Jalandar,Punjab,19/11/2023,6802604838,A,"INR 3,898.88",MCH1370,4814,Private Limited,Telecom,2023-11-19 00:00:00,0,0,6802604838,0,0,3898.88,0,0,1370,0,0,0,0,1
MCH-1375,Doctor-Srinivasan,5912,chemist,private_limited,Madras,Tamil Nadu,,,A,Rs. 300,MCH1375,5912,Private Limited,Pharmacy & Medical,,1,0,,1,0,300.0,0,0,1375,1,1,1,3,3
MCH1377,Sinha-Gaba,5411,kirana,PRIVATE-LIMITED,Poona,Maharashtra,2025-12-04 06:37:25,YBUL0961027329909,I,"INR 1,471.43",MCH1377,5411,Private Limited,Grocery,2025-12-04 06:37:25,0,0,YBUL0961027329909,0,0,1471.43,0,0,1377,1,1,1,3,2
MCH1378,Patil-Deshmukh,05311,DEPT_STORE,Private Limited,Madras,Tamil Nadu,09/10/2023,HYZE0588457086111,ACTIVE,387.99,MCH1378,5311,Private Limited,Department Stores,2023-10-09 00:00:00,0,0,HYZE0588457086111,0,0,387.99,0,0,1378,0,0,0,0,1
MCH1379,Chokshi Ltd,5912,MEDICAL_STORE,individual,chennai,Tamil Nadu,2024/01/23,XXXX4340,A,"₹2,729.50",MCH1379,5912,Individual,Pharmacy & Medical,2024-01-23 00:00:00,0,0,XXXX4340,0,1,2729.5,0,0,1379,0,0,0,0,1
MCH1380,Mahal-Khare,5999,Miscellaneous,private_limited,mumbai,Maharashtra,23/02/2025 12:44 AM,TLPQ4078335945068,ACTIVE,"Rs. 3,004",MCH1380,5999,Private Limited,Other Retail,2025-02-23 00:44:00,0,0,TLPQ4078335945068,0,0,3004.0,0,0,1380,1,1,1,3,2
mch1383,dubey group,misc,Grocery,Individual,Hyderabad,Telangana,03/09/2023 04:33 PM,JDGO5125225131187,ACTIVE,,MCH1383,,Individual,Unknown,2023-09-03 16:33:00,0,0,JDGO5125225131187,0,0,,1,0,1383,0,0,0,0,1
MCH1384,Naidu-Bhatti,5812.0,Restaurants,INDIVIDUAL,Ludhiana,Punjab,03-04-2024,,ACTIVE,"₹3,910.34",MCH1384,5812,Individual,Food & Restaurants,2024-03-04 00:00:00,0,0,,1,0,3910.34,0,0,1384,1,0,1,2,2
MCH1387,HANDA-TALWAR,4131,TRAVEL,sole_proprietor,lucknow,Uttar Pradesh,05/10/2023 03:18 AM,,Live,Rs. 754,MCH1387,4131,Sole Proprietor,Transportation,2023-10-05 03:18:00,0,0,,1,0,754.0,0,0,1387,0,0,0,0,1
